llm,id,dataset,prompt,similarity
llama,1999_839013,essays,SG,0.9891314918178595
llama,2002_912232,essays,SG,0.960639957883689
llama,1999_919095,essays,SG,0.9476171223676582
llama,1999_919150,essays,SG,0.9665653341349378
llama,1997_477159,essays,SG,0.9812633233773
llama,1998_695943,essays,SG,0.9818754029884801
llama,2000_975545,essays,SG,0.9431476463127565
llama,1999_701420,essays,SG,0.960362183106386
llama,2000_851590,essays,SG,0.9642096574867907
llama,2003_557,essays,SG,0.9064371579836398
llama,2004_347,essays,SG,0.9828818744413318
llama,2002_717530,essays,SG,0.9872134712245904
llama,1999_812401,essays,SG,0.9922395529631447
llama,2004_113,essays,SG,0.9741008003967206
llama,2000_894718,essays,SG,0.9902331044006623
llama,2002_078994,essays,SG,0.9376535434332344
llama,1999_892501,essays,SG,0.9858057194745259
llama,2004_233,essays,SG,0.9501452500986557
llama,2004_26,essays,SG,0.9688608790984568
llama,2003_91,essays,SG,0.9747300493049735
llama,1998_194376,essays,SG,0.9856745644577769
llama,1997_991961,essays,SG,0.9542154723228762
llama,2000_952164,essays,SG,0.9677061624189804
llama,1999_559897,essays,SG,0.9829807477506725
llama,1997_696062,essays,SG,0.9053646926225296
llama,2000_434142,essays,SG,0.9662714397025642
llama,1997_816150,essays,SG,0.9865602432413996
llama,2000_758465,essays,SG,0.9570011091405417
llama,2002_637171,essays,SG,0.9811278241510559
llama,2004_163,essays,SG,0.9640640445079831
llama,1997_878422,essays,SG,0.9451413990257039
llama,2000_766519,essays,SG,0.9709492207319828
llama,2000_670361,essays,SG,0.9844699943235324
llama,1998_889934,essays,SG,0.939229772170738
llama,2003_176,essays,SG,0.9684952980696016
llama,1997_652904,essays,SG,0.965257274740218
llama,2002_013073,essays,SG,0.9763028263283793
llama,1998_953943,essays,SG,0.9917177735934322
llama,2003_335,essays,SG,0.978528879271477
llama,2003_38,essays,SG,0.9760996284096682
llama,2004_404,essays,SG,0.9726918133068585
llama,1998_631209,essays,SG,0.9733880254635563
llama,1999_872645,essays,SG,0.9800517132849696
llama,1999_735895,essays,SG,0.944431047081834
llama,2000_934269,essays,SG,0.9285427273828615
llama,2002_843716,essays,SG,0.9806395447281758
llama,2000_634121,essays,SG,0.9470630682022303
llama,1998_793662,essays,SG,0.9885791688666763
llama,1998_656677,essays,SG,0.9199285934284168
llama,1998_593630,essays,SG,0.9713508934525039
llama,1997_688160,essays,SG,0.9432274079856658
llama,2000_738753,essays,SG,0.9838330729158867
llama,1997_917937,essays,SG,0.9777979841701288
llama,2003_397,essays,SG,0.8843989068145302
llama,2002_050001,essays,SG,0.9867661038363739
llama,2000_220258,essays,SG,0.9542100613734191
llama,1998_491828,essays,SG,0.9862323335528436
llama,1997_791837,essays,SG,0.938392053984096
llama,2000_711990,essays,SG,0.9813615493619128
llama,1997_872817,essays,SG,0.9762695495705968
llama,1999_737251,essays,SG,0.9698502414455771
llama,1999_556110,essays,SG,0.9876806644903011
llama,1999_073763,essays,SG,0.9676081059706827
llama,2000_673542,essays,SG,0.9858562296821622
llama,2000_761809,essays,SG,0.9746293470759236
llama,2002_712420,essays,SG,0.9863598090936573
llama,2003_21,essays,SG,0.961120968991588
llama,2004_493,essays,SG,0.9876353666527907
llama,1997_956061,essays,SG,0.924012928914948
llama,2004_25,essays,SG,0.9720943520522619
llama,2000_457131,essays,SG,0.9834400062608293
llama,2004_362,essays,SG,0.9273358476413324
llama,2000_129591,essays,SG,0.9500644748099972
llama,2002_653762,essays,SG,0.9740981257494232
llama,2003_93,essays,SG,0.9849437660051816
llama,2002_972407,essays,SG,0.9707762438223635
llama,1998_125780,essays,SG,0.9882935937335413
llama,1998_870332,essays,SG,0.9497004784638432
llama,2003_31,essays,SG,0.9441997472912078
llama,2000_950082,essays,SG,0.9493744771273964
llama,1998_853723,essays,SG,0.9486180056145144
llama,1997_558185,essays,SG,0.9871030646023645
llama,2004_237,essays,SG,0.9860740306952513
llama,2000_872110,essays,SG,0.9381767520478346
llama,2002_091020,essays,SG,0.9469824176998052
llama,2003_484,essays,SG,0.9543477939653011
llama,1998_959671,essays,SG,0.9772545722699713
llama,2004_195,essays,SG,0.9298456453615758
llama,2003_291,essays,SG,0.9471889456277405
llama,1999_815617,essays,SG,0.9647909924076876
llama,2004_198,essays,SG,0.9589631196209352
llama,2000_705533,essays,SG,0.9764091674371833
llama,2003_197,essays,SG,0.9494341409527955
llama,2000_891125,essays,SG,0.9747397763852031
llama,2002_075649,essays,SG,0.9239670302496718
llama,1999_633265,essays,SG,0.9829645252103022
llama,2000_670567,essays,SG,0.9936405389595875
llama,2004_130,essays,SG,0.9616205220923127
llama,2003_58,essays,SG,0.9517057794751443
llama,2003_369,essays,SG,0.9885772178830727
llama,2000_997950,essays,SG,0.9515166709300117
llama,1998_995489,essays,SG,0.9934159439141416
llama,2003_514,essays,SG,0.9891378818566277
llama,2000_638334,essays,SG,0.9639093146493503
llama,2003_282,essays,SG,0.9798706931161999
llama,1999_639076,essays,SG,0.9840103409268618
llama,1999_787498,essays,SG,0.9437087547833338
llama,2000_571000,essays,SG,0.9261496331635922
llama,1999_519273,essays,SG,0.879555788829717
llama,2000_165339,essays,SG,0.990644551470368
llama,2003_202,essays,SG,0.9815823083700036
llama,2004_382,essays,SG,0.9890066225328291
llama,1998_518720,essays,SG,0.986643449721063
llama,1999_890093,essays,SG,0.9375348690411773
llama,2004_355,essays,SG,0.954095809113158
llama,1997_677293,essays,SG,0.9583339456388578
llama,2000_089261,essays,SG,0.9496206183497546
llama,1999_059843,essays,SG,0.9589112529152122
llama,2000_551702,essays,SG,0.9842227612687862
llama,1999_919820,essays,SG,0.9660918914092069
llama,1999_701409,essays,SG,0.9420127089297214
llama,1999_578241,essays,SG,0.9762489515403402
llama,2003_254,essays,SG,0.9875005659147273
llama,2002_107435,essays,SG,0.9856572852260731
llama,1999_855558,essays,SG,0.9860616300868228
llama,2004_334,essays,SG,0.9278571624183178
llama,2003_199,essays,SG,0.9696770939616194
llama,2003_90,essays,SG,0.9819382902812678
llama,2003_249,essays,SG,0.9472350590630922
llama,2004_483,essays,SG,0.9908296090654856
llama,2000_555854,essays,SG,0.9765198311611811
llama,2003_315,essays,SG,0.9536407008277257
llama,1998_859490,essays,SG,0.9825724625064863
llama,2000_426306,essays,SG,0.9152085835154694
llama,2000_845859,essays,SG,0.9670194514843216
llama,2002_593941,essays,SG,0.9170292209777894
llama,2004_141,essays,SG,0.9847063560861298
llama,1999_534553,essays,SG,0.975262078520678
llama,2004_461,essays,SG,0.963463266851026
llama,2004_38,essays,SG,0.9588272104709064
llama,2000_632019,essays,SG,0.9585534558512198
llama,2000_892887,essays,SG,0.9385165793742534
llama,2000_939950,essays,SG,0.9645953422227921
llama,2004_316,essays,SG,0.9815517845455535
llama,1999_617565,essays,SG,0.9763481915470196
llama,1999_026284,essays,SG,0.8923289204771144
llama,2000_877296,essays,SG,0.9594554666939222
llama,2000_493416,essays,SG,0.9890652831751398
llama,1999_710269,essays,SG,0.9837847613849025
llama,2000_681563,essays,SG,0.835081953449303
llama,2004_129,essays,SG,0.9644511846774348
llama,1998_830292,essays,SG,0.9951549884675754
llama,2004_36,essays,SG,0.9883900671621184
llama,2002_671391,essays,SG,0.9898561818380356
llama,2003_412,essays,SG,0.9923742777463653
llama,2000_592197,essays,SG,0.9476417732714635
llama,1997_971112,essays,SG,0.8575906156629726
llama,2000_228423,essays,SG,0.9712755280510154
llama,1999_680873,essays,SG,0.9559135333263465
llama,2002_678172,essays,SG,0.9870759895005309
llama,1998_557358,essays,SG,0.8984713524648686
llama,2002_735955,essays,SG,0.9632840069510054
llama,2003_60,essays,SG,0.9610462172258433
llama,2004_455,essays,SG,0.9300136386310257
llama,1997_147396,essays,SG,0.9666135438675059
llama,2004_15,essays,SG,0.9921909402906866
llama,2000_637256,essays,SG,0.9693700809880116
llama,2000_733409,essays,SG,0.9513922339673351
llama,1999_632096,essays,SG,0.8712823060188213
llama,1999_748492,essays,SG,0.9315142749101457
llama,2000_018694,essays,SG,0.9859418526496088
llama,2000_794320,essays,SG,0.947803375697293
llama,1999_513945,essays,SG,0.9622413530161763
llama,2002_680513,essays,SG,0.9567987909523991
llama,1998_491269,essays,SG,0.972941138759089
llama,2003_341,essays,SG,0.9775769220121924
llama,2003_72,essays,SG,0.982889856188969
llama,1997_458896,essays,SG,0.9422515921106426
llama,2003_145,essays,SG,0.9511187964417985
llama,2002_651690,essays,SG,0.9796022608644832
llama,1998_873811,essays,SG,0.9591952057815082
llama,2004_440,essays,SG,0.9460656110653177
llama,2003_43,essays,SG,0.9472358731576598
llama,2000_575736,essays,SG,0.9556233207521019
llama,1997_874080,essays,SG,0.933599467885027
llama,2000_916816,essays,SG,0.933389543615905
llama,1998_948975,essays,SG,0.9151434760864781
llama,2000_933158,essays,SG,0.9870556134261828
llama,2003_234,essays,SG,0.937494971843805
llama,2002_830353,essays,SG,0.9647413971712008
llama,1997_930834,essays,SG,0.9244442446149851
llama,1999_614052,essays,SG,0.9859052115629039
llama,1998_578686,essays,SG,0.9734108022752119
llama,2003_489,essays,SG,0.9861001750544625
llama,1997_568848,essays,SG,0.9669905142039357
llama,1999_695361,essays,SG,0.9209583274145703
llama,1997_356326,essays,SG,0.9865218195240124
llama,2000_913207,essays,SG,0.9563731161402624
llama,2002_673493,essays,SG,0.9682621945885408
llama,2003_452,essays,SG,0.9739956248408544
llama,1999_578826,essays,SG,0.9800370641613593
llama,2000_571136,essays,SG,0.9679735608656997
llama,2002_833527,essays,SG,0.9006646151424749
llama,2000_579113,essays,SG,0.9492881363539933
llama,1998_932270,essays,SG,0.9516867514009734
llama,1998_458908,essays,SG,0.9622173957063805
llama,2000_722078,essays,SG,0.9554298928424896
llama,2000_954203,essays,SG,0.9648570172482959
llama,2002_676095,essays,SG,0.9692702429585783
llama,1997_819301,essays,SG,0.8989740460868995
llama,2000_070391,essays,SG,0.9691774757406473
llama,2000_626823,essays,SG,0.9774283784950546
llama,2000_092791,essays,SG,0.9486529673744886
llama,1999_757130,essays,SG,0.9619839340649439
llama,1998_812901,essays,SG,0.9747173826126405
llama,2004_211,essays,SG,0.9918042408933225
llama,1997_959163,essays,SG,0.9867835122129076
llama,2002_836474,essays,SG,0.9650434362474043
llama,1999_933177,essays,SG,0.9724145131165741
llama,1999_781663,essays,SG,0.9598716417763056
llama,2002_654953,essays,SG,0.9916586765407001
llama,2002_097387,essays,SG,0.9793157411758345
llama,1999_971941,essays,SG,0.9214205643211949
llama,2002_659246,essays,SG,0.9689772549248559
llama,2002_082237,essays,SG,0.9403497706563523
llama,1997_937003,essays,SG,0.9331409584033183
llama,1998_576460,essays,SG,0.9711556540699894
llama,2003_346,essays,SG,0.9869964583431952
llama,2000_575013,essays,SG,0.987586773678671
llama,1998_439361,essays,SG,0.942345412554015
llama,2002_938041,essays,SG,0.9688025887341695
llama,1997_597376,essays,SG,0.9848997919769074
llama,1998_082105,essays,SG,0.9630985666736841
llama,1999_977955,essays,SG,0.9701389132042737
llama,1998_517115,essays,SG,0.924034102619341
llama,1999_606178,essays,SG,0.9754135455164246
llama,1999_692095,essays,SG,0.9602918680059066
llama,2003_240,essays,SG,0.983424848823051
llama,1999_903880,essays,SG,0.9680310101271323
llama,1997_575279,essays,SG,0.9884690325924138
llama,2002_855878,essays,SG,0.990447845839894
llama,1999_550578,essays,SG,0.902704255383742
llama,2000_939561,essays,SG,0.9879471534560453
llama,2000_676072,essays,SG,0.8956141947256993
llama,1997_140292,essays,SG,0.973425604589266
llama,1998_535096,essays,SG,0.9611758337181713
llama,2000_572513,essays,SG,0.9107949029964322
llama,2000_576862,essays,SG,0.9913757841588776
llama,2002_530975,essays,SG,0.9786706879444562
llama,2003_55,essays,SG,0.9730536110669505
llama,1998_858248,essays,SG,0.9898743341888254
llama,1999_179025,essays,SG,0.9557073889060667
llama,2000_791766,essays,SG,0.9518033544723355
llama,1997_835986,essays,SG,0.9752102434245434
llama,2000_654664,essays,SG,0.9923356300316003
llama,2002_695757,essays,SG,0.8460034154972992
llama,2002_930254,essays,SG,0.9763083407561788
llama,1999_034196,essays,SG,0.9348071552109763
llama,1999_685234,essays,SG,0.9473866648442094
llama,1997_814703,essays,SG,0.9665136632090432
llama,1997_165590,essays,SG,0.9379812223320106
llama,2004_490,essays,SG,0.9816764842751737
llama,1997_996255,essays,SG,0.9684428909107898
llama,1999_558853,essays,SG,0.9370975588062598
llama,1997_783160,essays,SG,0.8386128870827712
llama,2002_841476,essays,SG,0.9572745636903502
llama,2000_875345,essays,SG,0.9722517684798644
llama,1998_813876,essays,SG,0.9118393126926643
llama,1999_554638,essays,SG,0.9315007128889281
llama,2004_89,essays,SG,0.9341629366041891
llama,1999_877024,essays,SG,0.9523579624867239
llama,2003_171,essays,SG,0.9299039564004896
llama,1997_657978,essays,SG,0.9715436015215457
llama,2002_652482,essays,SG,0.9197094640395352
llama,1999_932586,essays,SG,0.9924148493883924
llama,2002_836984,essays,SG,0.9699851260692782
llama,2002_643046,essays,SG,0.9602446592977266
llama,2003_379,essays,SG,0.9843405831924502
llama,1998_659134,essays,SG,0.8942978399931207
llama,2000_838741,essays,SG,0.9880554909821433
llama,1997_605191,essays,SG,0.992144159903121
llama,1998_559695,essays,SG,0.968772140434565
llama,2002_798513,essays,SG,0.9173295140941065
llama,2002_930911,essays,SG,0.9310571269262065
llama,2003_188,essays,SG,0.9874817357162653
llama,2003_59,essays,SG,0.9439479938657098
llama,1999_856386,essays,SG,0.9843259360587684
llama,2003_155,essays,SG,0.9825262400026527
llama,2002_663634,essays,SG,0.939867161226263
llama,2004_74,essays,SG,0.9933799258446785
llama,2002_966552,essays,SG,0.9465161128893422
llama,2003_74,essays,SG,0.9335183723397451
llama,2000_635601,essays,SG,0.9731468306664283
llama,2003_47,essays,SG,0.9633506318839755
llama,2004_119,essays,SG,0.9008264870482706
llama,1997_451854,essays,SG,0.9257457815720924
llama,1999_732219,essays,SG,0.9625394244105305
llama,1998_459461,essays,SG,0.9457096444501075
llama,2002_822367,essays,SG,0.9857752658249154
llama,2003_364,essays,SG,0.9470597090134292
llama,2003_385,essays,SG,0.9722038419476693
llama,1999_557740,essays,SG,0.9528616094988515
llama,2003_86,essays,SG,0.993174056455608
llama,2002_924957,essays,SG,0.9848285087967963
llama,2004_356,essays,SG,0.9452051973033951
llama,1997_732418,essays,SG,0.9272811533644065
llama,1999_855682,essays,SG,0.9666634429373229
llama,2000_594909,essays,SG,0.9728892747823495
llama,1997_111389,essays,SG,0.9658945377696071
llama,1997_452377,essays,SG,0.9611117230459294
llama,2000_672399,essays,SG,0.9290932014906166
llama,2004_343,essays,SG,0.9780066528178342
llama,1998_714052,essays,SG,0.9696653329893091
llama,2000_771081,essays,SG,0.9631956789195221
llama,2000_952476,essays,SG,0.9608206588357162
llama,2003_224,essays,SG,0.9732412512712051
llama,1999_853304,essays,SG,0.983992735953376
llama,2003_118,essays,SG,0.9755674256438119
llama,2000_952851,essays,SG,0.8861387318387082
llama,2000_951548,essays,SG,0.9724398480387659
llama,2003_544,essays,SG,0.973254171837352
llama,1997_893217,essays,SG,0.9790345102003237
llama,2000_892829,essays,SG,0.9400979749289445
llama,2004_72,essays,SG,0.898931766526323
llama,1998_962325,essays,SG,0.9679354019511477
llama,2002_108161,essays,SG,0.9844709534964873
llama,2004_364,essays,SG,0.9721162699867205
llama,2000_810134,essays,SG,0.9756481770869664
llama,2004_41,essays,SG,0.9248990302348067
llama,1999_550680,essays,SG,0.9478517549156327
llama,2003_18,essays,SG,0.9830211245440738
llama,2000_695312,essays,SG,0.9433429596828021
llama,2002_741268,essays,SG,0.9305161205370072
llama,2000_908148,essays,SG,0.9488029643708757
llama,1997_552216,essays,SG,0.992371748308186
llama,1998_959379,essays,SG,0.945383494717953
llama,2003_308,essays,SG,0.9435745676639895
llama,2003_198,essays,SG,0.8791897591666082
llama,2000_895005,essays,SG,0.9931063530980921
llama,2002_106590,essays,SG,0.9663209908904599
llama,1997_057160,essays,SG,0.8264159486863776
llama,1997_834761,essays,SG,0.9935548844095419
llama,2004_28,essays,SG,0.9872873585938062
llama,1997_918806,essays,SG,0.9507205274393191
llama,2000_936005,essays,SG,0.9766931007761445
llama,1999_714263,essays,SG,0.9387522318032354
llama,2002_796644,essays,SG,0.9174521634018746
llama,2003_128,essays,SG,0.9404769342446109
llama,1997_934160,essays,SG,0.9715434172698466
llama,2000_355626,essays,SG,0.9575578431092829
llama,2004_1,essays,SG,0.9697575510488847
llama,2003_238,essays,SG,0.8912718622993019
llama,1999_560408,essays,SG,0.9658537687107625
llama,2000_873558,essays,SG,0.9818705378282115
llama,1997_369589,essays,SG,0.9339675682378009
llama,2003_357,essays,SG,0.9899434395555557
llama,1998_899637,essays,SG,0.913139641922608
llama,2000_695512,essays,SG,0.9307766455979343
llama,2002_733503,essays,SG,0.9357291662195699
llama,1999_290145,essays,SG,0.9371426847772255
llama,1997_510841,essays,SG,0.959392259299726
llama,2002_955033,essays,SG,0.977629163765371
llama,2004_328,essays,SG,0.9623883090062884
llama,2004_34,essays,SG,0.9943565699118316
llama,2004_103,essays,SG,0.9845290370524685
llama,2000_894444,essays,SG,0.9756031988267415
llama,2004_147,essays,SG,0.9670533819739762
llama,1997_801472,essays,SG,0.9768627915715915
llama,1999_974189,essays,SG,0.9595774383275453
llama,1997_854391,essays,SG,0.9851777978588756
llama,2004_278,essays,SG,0.9877272801092962
llama,2000_559995,essays,SG,0.9551848080582781
llama,1997_992649,essays,SG,0.9909735893294844
llama,2002_913929,essays,SG,0.9896465704516363
llama,1999_652329,essays,SG,0.9807202047989885
llama,1997_499267,essays,SG,0.9320827243619931
llama,2002_618490,essays,SG,0.9530480321593581
llama,2000_555436,essays,SG,0.948534563050095
llama,2000_995275,essays,SG,0.9574121354041756
llama,2003_235,essays,SG,0.9901991997368678
llama,1998_816501,essays,SG,0.9722065267449103
llama,2003_137,essays,SG,0.984619827245288
llama,2002_196396,essays,SG,0.9166128105597141
llama,2000_073482,essays,SG,0.97477168777355
llama,1999_890187,essays,SG,0.9890469146747232
llama,2000_056817,essays,SG,0.9491116584990487
llama,1998_070315,essays,SG,0.9889483221722526
